[NAME][100][1]	[COMMENT][211][1]	[TYPE][101][1]	[LENGTH][105][1]	[FORMAT][106][1]	[CONNECTION][102][1]	[GROUP][104][1]	[ADDRPARAMS][108][1]	[SCALEVALID][112][2]	[SCALEPARAM1][113][1]	[SCALEPARAM2][114][1]	[SCALEPARAM3][115][1]	[SCALEPARAM4][116][1]	[MINLIMIT][117][1]	[MAXLIMIT][118][1]	[STARTVALUE][119][1]	[SUBSTVALUE][120][1]	[SUBSTVALUE_ON_MINLIMIT][121][2]	[SUBSTVALUE_ON_MAXLIMIT][122][2]	[SUBSTVALUE_AS_STARTVALUE][123][2]	[SUBSTVALUE_ON_ERROR][124][2]	[UPDATEMODE][111][2]	[SYNCHRONIZATION][125][2]	[RUNTIMEPERSISTENCE][126][2]	[PLCVARIABLENAME][209][1]	[PLCBLOCKNAME][210][1]
Name	Comment	Data type	Length	Format adaptation	Connection	Group	Address	Linear scaling	AS value range from	AS value range to	OS value range from	OS value range to	Low limit	High limit	Start value	Substitute value	Substitute value at low limit	Substitute value at high limit	Substitute value as start value	Substitute value on connection errors	Computer-local	Synchronization	Runtime persistence	AS tag name	Name space
Alarms_55		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW55	0									0	0	0	0	0	0	0		
Alarms_56		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW56	0									0	0	0	0	0	0	0		
Alarms_57		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW57	0									0	0	0	0	0	0	0		
Alarms_58		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW58	0									0	0	0	0	0	0	0		
Alarms_59		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW59	0									0	0	0	0	0	0	0		
Alarms_65		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW65	0									0	0	0	0	0	0	0		
Alarms_66		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW66	0									0	0	0	0	0	0	0		
Alarms_67		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW67	0									0	0	0	0	0	0	0		
Alarms_70		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW70	0									0	0	0	0	0	0	0		
Alarms_73		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW73	0									0	0	0	0	0	0	0		
Alarms_74		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW74	0									0	0	0	0	0	0	0		
Alarms_75		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW75	0									0	0	0	0	0	0	0		
Alarms_76		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW76	0									0	0	0	0	0	0	0		
Alarms_77		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW77	0									0	0	0	0	0	0	0		
Alarms_78		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW78	0									0	0	0	0	0	0	0		
Alarms_79		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW79	0									0	0	0	0	0	0	0		
Alarms_85		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW85	0									0	0	0	0	0	0	0		
Alarms_86		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW86	0									0	0	0	0	0	0	0		
Alarms_87		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW87	0									0	0	0	0	0	0	0		
Alarms_90		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW90	0									0	0	0	0	0	0	0		
Alarms_93		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW93	0									0	0	0	0	0	0	0		
Alarms_94		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW94	0									0	0	0	0	0	0	0		
Alarms_95		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW95	0									0	0	0	0	0	0	0		
Alarms_96		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW96	0									0	0	0	0	0	0	0		
Alarms_97		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW97	0									0	0	0	0	0	0	0		
Alarms_98		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW98	0									0	0	0	0	0	0	0		
Alarms_99		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW99	0									0	0	0	0	0	0	0		
Alarms_105		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW105	0									0	0	0	0	0	0	0		
Alarms_106		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW106	0									0	0	0	0	0	0	0		
Alarms_107		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW107	0									0	0	0	0	0	0	0		
Alarms_110		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW110	0									0	0	0	0	0	0	0		
Alarms_113		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW113	0									0	0	0	0	0	0	0		
Alarms_114		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW114	0									0	0	0	0	0	0	0		
Alarms_115		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW115	0									0	0	0	0	0	0	0		
Alarms_116		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW116	0									0	0	0	0	0	0	0		
Alarms_117		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW117	0									0	0	0	0	0	0	0		
Alarms_118		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW118	0									0	0	0	0	0	0	0		
Alarms_119		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW119	0									0	0	0	0	0	0	0		
Alarms_125		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW125	0									0	0	0	0	0	0	0		
Alarms_126		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW126	0									0	0	0	0	0	0	0		
Alarms_127		Unsigned 16-bit value	2	WordToUnsignedWord	Common_PLC-1	Alarms	DB225,DW127	0									0	0	0	0	0	0	0		
Bruttogewicht_1		Signed 16-bit value	2	ShortToSignedWord	Common_PLC-1	T_W	DB227,DW35	0									0	0	0	0	0	0	0		
Bruttogewicht_2		Signed 16-bit value	2	ShortToSignedWord	Common_PLC-1	T_W	DB227,DW36	0									0	0	0	0	0	0	0		
Control_System_OK		Binary Tag	1		Common_PLC-1	PLC	 4 in  Word DB225,DW146	0									0	0	0	0	0	0	0		
Emergency_stop_TPK_active		Binary Tag	1		Common_PLC-1	Alarms	 2 in  Word DB225,DW1	0									0	0	0	0	0	0	0		
Hydraulic_Alarm_Close		Binary Tag	1		Common_PLC-1	HydroGate	 5 in  Word DB225,DW36	0									0	0	0	0	0	0	0		
Hydraulic_Cast_Ready		Binary Tag	1		Common_PLC-1	HydroGate	 0 in  Word DB225,DW0	0									0	0	0	0	0	0	0		
Hydraulic_Filter_loaded		Binary Tag	1		Common_PLC-1	HydroGate	 8 in  Word DB225,DW36	0									0	0	0	0	0	0	0		
Hydraulic_Gate_1_Close_Fast		Binary Tag	1		Common_PLC-1	HydroGate	10 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
Hydraulic_Gate_1_Close_Slow		Binary Tag	1		Common_PLC-1	HydroGate	11 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
Hydraulic_Gate_1_Open_Fast		Binary Tag	1		Common_PLC-1	HydroGate	12 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
Hydraulic_Gate_1_Open_Slow		Binary Tag	1		Common_PLC-1	HydroGate	13 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
Hydraulic_Gate_2_Close_Fast		Binary Tag	1		Common_PLC-1	HydroGate	14 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
Hydraulic_Gate_2_Close_Slow		Binary Tag	1		Common_PLC-1	HydroGate	15 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
Hydraulic_Gate_2_Open_Fast		Binary Tag	1		Common_PLC-1	HydroGate	 0 in  Word DB225,DW153	0									0	0	0	0	0	0	0		
Hydraulic_Gate_2_Open_Slow		Binary Tag	1		Common_PLC-1	HydroGate	 1 in  Word DB225,DW153	0									0	0	0	0	0	0	0		
Hydraulic_Gate_Mode_AUTO		Binary Tag	1		Common_PLC-1	HydroGate	 7 in  Word DB225,DW153	0									0	0	0	0	0	0	0		
Hydraulic_Gate_Mode_HAND		Binary Tag	1		Common_PLC-1	HydroGate	 8 in  Word DB225,DW153	0									0	0	0	0	0	0	0		
Hydraulic_HEAT_ON		Binary Tag	1		Common_PLC-1	HydroGate	 5 in  Word DB225,DW153	0									0	0	0	0	0	0	0		
Hydraulic_HEAT_Stoerung		Binary Tag	1		Common_PLC-1	HydroGate	11 in  Word DB225,DW36	0									0	0	0	0	0	0	0		
Hydraulic_Mode_Local		Binary Tag	1		Common_PLC-1	HydroGate	 9 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
Hydraulic_Oil_Level_min		Binary Tag	1		Common_PLC-1	HydroGate	12 in  Word DB225,DW36	0									0	0	0	0	0	0	0		
Hydraulic_ON		Binary Tag	1		Common_PLC-1	HydroGate	 8 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
Hydraulic_Pump_1_ON		Binary Tag	1		Common_PLC-1	HydroGate	 3 in  Word DB225,DW153	0									0	0	0	0	0	0	0		
Hydraulic_Pump_1_Stoerung		Binary Tag	1		Common_PLC-1	HydroGate	 6 in  Word DB225,DW36	0									0	0	0	0	0	0	0		
Hydraulic_Pump_2_ON		Binary Tag	1		Common_PLC-1	HydroGate	 4 in  Word DB225,DW153	0									0	0	0	0	0	0	0		
Hydraulic_Pump_2_Stoerung		Binary Tag	1		Common_PLC-1	HydroGate	 7 in  Word DB225,DW36	0									0	0	0	0	0	0	0		
Hydraulic_Set_OFF		Binary Tag	1		Common_PLC-1	HydroGate	 1 in  Word DB229,DW30	0									0	0	0	0	0	0	0		
Hydraulic_Set_ON		Binary Tag	1		Common_PLC-1	HydroGate	 0 in  Word DB229,DW30	0									0	0	0	0	0	0	0		
Hydraulic_System_Press_min		Binary Tag	1		Common_PLC-1	HydroGate	 4 in  Word DB225,DW36	0									0	0	0	0	0	0	0		
Hydraulic_Temperature_max		Binary Tag	1		Common_PLC-1	HydroGate	 9 in  Word DB225,DW36	0									0	0	0	0	0	0	0		
Hydraulic_Temperature_min		Binary Tag	1		Common_PLC-1	HydroGate	10 in  Word DB225,DW36	0									0	0	0	0	0	0	0		
INSTRUM_LUFT_0_10BAR		Signed 16-bit value	2	ShortToSignedWord	Common_PLC-1	I_A	DB151,DW2	0									0	0	0	0	0	0	0		
knopka_nepreriv		Binary Tag	1		Common_PLC-1	TDT	 8 in  Word DB229,DW15	0									0	0	0	0	0	0	0		
L1Argon		Signed 16-bit value	2	ShortToSignedWord	Common_PLC-1	Rotametr	DB227,DW251	0									0	0	0	0	0	0	0		
L2Argon		Signed 16-bit value	2	ShortToSignedWord	Common_PLC-1	Rotametr	DB227,DW252	0									0	0	0	0	0	0	0		
L3Argon		Signed 16-bit value	2	ShortToSignedWord	Common_PLC-1	Rotametr	DB227,DW253	0									0	0	0	0	0	0	0		
L4Argon		Signed 16-bit value	2	ShortToSignedWord	Common_PLC-1	Rotametr	DB227,DW254	0									0	0	0	0	0	0	0		
MLC_OpMode_Strand_1		Signed 16-bit value	2	ShortToSignedWord	Common_PLC-1	OMO	DB227,DW96	0									0	0	0	0	0	0	0		
MLC_OpMode_Strand_2		Signed 16-bit value	2	ShortToSignedWord	Common_PLC-1	OMO	DB227,DW146	0									0	0	0	0	0	0	0		
MLC_OpMode_Strand_3		Signed 16-bit value	2	ShortToSignedWord	Common_PLC-1	OMO	DB227,DW196	0									0	0	0	0	0	0	0		
MLC_OpMode_Strand_4		Signed 16-bit value	2	ShortToSignedWord	Common_PLC-1	OMO	DB227,DW246	0									0	0	0	0	0	0	0		
pbt-C_T-U-QUERTRANSPORT_1_AUTOMATIC		Binary Tag	1		Common_PLC-1	C_T	 4 in  Word DB225,DW150	0									0	0	0	0	0	0	0		
pbt-C_T-U-QUERTRANSPORT_1_BEREIT		Binary Tag	1		Common_PLC-1	C_T	 5 in  Word DB225,DW150	0									0	0	0	0	0	0	0		
pbt-C_T-U-QUERTRANSPORT_1_HAND		Binary Tag	1		Common_PLC-1	C_T	 3 in  Word DB225,DW150	0									0	0	0	0	0	0	0		
pbt-C_T-U-QUERTRANSPORT_2_AUTOMATIC		Binary Tag	1		Common_PLC-1	C_T	 7 in  Word DB225,DW150	0									0	0	0	0	0	0	0		
pbt-C_T-U-QUERTRANSPORT_2_BEREIT		Binary Tag	1		Common_PLC-1	C_T	 0 in  Word DB225,DW151	0									0	0	0	0	0	0	0		
pbt-C_T-U-QUERTRANSPORT_2_HAND		Binary Tag	1		Common_PLC-1	C_T	 6 in  Word DB225,DW150	0									0	0	0	0	0	0	0		
pbt-C_T-U-QUERTRANSPORTEN_DOPPELT		Binary Tag	1		Common_PLC-1	C_T	 2 in  Word DB225,DW150	0									0	0	0	0	0	0	0		
pbt-C_T-U-QUERTRANSPORTEN_EINFACH		Binary Tag	1		Common_PLC-1	C_T	 9 in  Word DB225,DW150	0									0	0	0	0	0	0	0		
pbt-DBD-A-KALTSTRANGTRENNUNG_STORUNG_STRANG_1		Binary Tag	1		Common_PLC-1	DBD	 1 in  Word DB225,DW54	0									0	0	0	0	0	0	0		
pbt-DBD-A-KALTSTRANGTRENNUNG_STORUNG_STRANG_2		Binary Tag	1		Common_PLC-1	DBD	 1 in  Word DB225,DW74	0									0	0	0	0	0	0	0		
pbt-DBD-A-KALTSTRANGTRENNUNG_STORUNG_STRANG_3		Binary Tag	1		Common_PLC-1	DBD	 1 in  Word DB225,DW94	0									0	0	0	0	0	0	0		
pbt-DBD-A-KALTSTRANGTRENNUNG_STORUNG_STRANG_4		Binary Tag	1		Common_PLC-1	DBD	 1 in  Word DB225,DW114	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_DOWN_STRANG_1		Binary Tag	1		Common_PLC-1	DBD	 2 in  Word DB225,DW171	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_DOWN_STRANG_2		Binary Tag	1		Common_PLC-1	DBD	 2 in  Word DB225,DW191	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_DOWN_STRANG_3		Binary Tag	1		Common_PLC-1	DBD	 2 in  Word DB225,DW211	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_DOWN_STRANG_4		Binary Tag	1		Common_PLC-1	DBD	 2 in  Word DB225,DW231	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GEHOBEN_STRANG_1		Binary Tag	1		Common_PLC-1	DBD	 3 in  Word DB225,DW173	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GEHOBEN_STRANG_2		Binary Tag	1		Common_PLC-1	DBD	 3 in  Word DB225,DW193	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GEHOBEN_STRANG_3		Binary Tag	1		Common_PLC-1	DBD	 3 in  Word DB225,DW213	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GEHOBEN_STRANG_4		Binary Tag	1		Common_PLC-1	DBD	 3 in  Word DB225,DW233	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GESENKT_STRANG_1		Binary Tag	1		Common_PLC-1	DBD	 4 in  Word DB225,DW173	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GESENKT_STRANG_2		Binary Tag	1		Common_PLC-1	DBD	 4 in  Word DB225,DW193	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GESENKT_STRANG_3		Binary Tag	1		Common_PLC-1	DBD	 4 in  Word DB225,DW213	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GESENKT_STRANG_4		Binary Tag	1		Common_PLC-1	DBD	 4 in  Word DB225,DW233	0									0	0	0	0	0	0	0		
pbt-DBR-U-KALTSTRANGHEBER_IN_POSITION_OBEN_STRANG_1		Binary Tag	1		Common_PLC-1	DBR	14 in  Word DB225,DW175	0									0	0	0	0	0	0	0		
pbt-DBR-U-KALTSTRANGHEBER_IN_POSITION_OBEN_STRANG_2		Binary Tag	1		Common_PLC-1	DBR	14 in  Word DB225,DW195	0									0	0	0	0	0	0	0		
pbt-DBR-U-KALTSTRANGHEBER_IN_POSITION_OBEN_STRANG_3		Binary Tag	1		Common_PLC-1	DBR	14 in  Word DB225,DW215	0									0	0	0	0	0	0	0		
pbt-DBR-U-KALTSTRANGHEBER_IN_POSITION_OBEN_STRANG_4		Binary Tag	1		Common_PLC-1	DBR	14 in  Word DB225,DW235	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GEHOBEN_STRANG_1		Binary Tag	1		Common_PLC-1	DBR	 6 in  Word DB225,DW173	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GEHOBEN_STRANG_2		Binary Tag	1		Common_PLC-1	DBR	 6 in  Word DB225,DW193	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GEHOBEN_STRANG_3		Binary Tag	1		Common_PLC-1	DBR	 6 in  Word DB225,DW213	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GEHOBEN_STRANG_4		Binary Tag	1		Common_PLC-1	DBR	 6 in  Word DB225,DW233	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GESENKT_STRANG_1		Binary Tag	1		Common_PLC-1	DBR	 7 in  Word DB225,DW173	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GESENKT_STRANG_2		Binary Tag	1		Common_PLC-1	DBR	 7 in  Word DB225,DW193	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GESENKT_STRANG_3		Binary Tag	1		Common_PLC-1	DBR	 7 in  Word DB225,DW213	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GESENKT_STRANG_4		Binary Tag	1		Common_PLC-1	DBR	 7 in  Word DB225,DW233	0									0	0	0	0	0	0	0		
pbt-HYD-D-HAUPTHYDRAULIK_AUS		Binary Tag	1		Common_PLC-1	HYD	 6 in  Word DB229,DW10	0									0	0	0	0	0	0	0		
pbt-HYD-D-HAUPTHYDRAULIK_EIN		Binary Tag	1		Common_PLC-1	HYD	 5 in  Word DB229,DW10	0									0	0	0	0	0	0	0		
pbt-HYD-U-HAUPT_HYDRAULIK_BEREIT		Binary Tag	1		Common_PLC-1	HYD	13 in  Word DB225,DW132	0									0	0	0	0	0	0	0		
pbt-HYD-U-HAUPTHYDRAULIK_EIN		Binary Tag	1		Common_PLC-1	HYD	15 in  Word DB225,DW132	0									0	0	0	0	0	0	0		
pbt-HYD-U-PUMPEN_ANWAHL_FUR_AUTOMATIK_OK		Binary Tag	1		Common_PLC-1	HYD	15 in  Word DB225,DW131	0									0	0	0	0	0	0	0		
pbt-HYH-U-HUBBALKENHYDRAULIK_1_AKTIV		Binary Tag	1		Common_PLC-1	HYH	 1 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
pbt-HYH-U-HUBBALKENHYDRAULIK_1_FREIG_OS_37		Binary Tag	1		Common_PLC-1	HYH	 7 in  Word DB225,DW151	0									0	0	0	0	0	0	0		
pbt-HYH-U-HUBBALKENHYDRAULIK_1_NICHT_AKTIV		Binary Tag	1		Common_PLC-1	HYH	 2 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
pbt-HYH-U-HUBBALKENHYDRAULIK_1_PUMPEN_ELEKTR_OK		Binary Tag	1		Common_PLC-1	HYH	 0 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
pbt-HYH-U-HUBBALKENHYDRAULIK_2_AKTIV		Binary Tag	1		Common_PLC-1	HYH	 5 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
pbt-HYH-U-HUBBALKENHYDRAULIK_2_FREIG_OS_37		Binary Tag	1		Common_PLC-1	HYH	 3 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
pbt-HYH-U-HUBBALKENHYDRAULIK_2_NICHT_AKTIV		Binary Tag	1		Common_PLC-1	HYH	 6 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
pbt-HYH-U-HUBBALKENHYDRAULIK_2_PUMPEN_ELEKTR_OK		Binary Tag	1		Common_PLC-1	HYH	 4 in  Word DB225,DW152	0									0	0	0	0	0	0	0		
pbt-I_A-U-INSTLUFT_DRUCK_OK		Binary Tag	1		Common_PLC-1	I_A	 4 in  Word DB225,DW130	0									0	0	0	0	0	0	0		
pbt-L_T-U-DREHTURM_ARM_1_IN_GPOS		Binary Tag	1		Common_PLC-1	L_T	 2 in  Word DB225,DW130	0									0	0	0	0	0	0	0		
pbt-L_T-U-DREHTURM_ARM_2_IN_GPOS		Binary Tag	1		Common_PLC-1	L_T	 3 in  Word DB225,DW130	0									0	0	0	0	0	0	0		
